deal_id,deal_status,fk_tariff_id,fk_client_id,fk_employee_id
3451,Ожидание,3,8266,512
3452,Отменена,1,7935,496
3453,Отменена,1,35,36
3454,Ожидание,4,13046,101
3455,Заключена,4,26,412
3456,Заключена,3,2009,645
3457,Ожидание,3,7884,254
3458,Ожидание,4,9379,546
3459,Отменена,2,11187,201
3460,Заключена,5,8053,310
3461,Заключена,5,1073,384
3462,Ожидание,5,9906,271
3463,Заключена,2,1779,425
3464,Ожидание,2,11343,114
3465,Ожидание,4,13451,841
3466,Отменена,2,3451,620
3467,Ожидание,5,754,144
3468,Заключена,1,7653,511
3469,Ожидание,5,6393,347
3470,Отменена,2,753,47
3471,Заключена,1,6123,99
3472,Заключена,5,8451,902
3473,Заключена,5,997,107
3474,Отменена,2,10257,86
3475,Отменена,4,5343,790
3476,Отменена,3,450,3
3477,Ожидание,4,12541,107
3478,Ожидание,5,7948,396
3479,Ожидание,1,9716,441
3480,Заключена,4,2373,540
3481,Ожидание,2,3095,940
3482,Ожидание,5,14243,935
3483,Отменена,2,4080,412
3484,Заключена,2,876,443
3485,Заключена,5,13259,544
3486,Отменена,3,7862,356
3487,Заключена,1,10559,72
3488,Отменена,3,1385,894
3489,Заключена,4,12649,363
3490,Отменена,5,14579,634
3491,Ожидание,5,3863,434
3492,Заключена,1,10146,745
3493,Заключена,5,14955,722
3494,Ожидание,2,13704,583
3495,Заключена,3,12740,865
3496,Ожидание,1,5003,326
3497,Заключена,4,14759,636
3498,Заключена,2,5382,126
3499,Заключена,5,8575,339
3500,Заключена,3,13658,815
3501,Заключена,4,3066,187
3502,Заключена,1,10898,525
3503,Ожидание,4,3471,678
3504,Заключена,4,6470,416
3505,Заключена,4,12402,34
3506,Отменена,4,1329,776
3507,Заключена,2,13993,433
3508,Ожидание,2,14761,596
3509,Отменена,3,14202,323
3510,Отменена,5,3815,536
3511,Заключена,5,6666,403
3512,Заключена,3,10960,748
3513,Заключена,2,3222,660
3514,Отменена,2,3403,9
3515,Отменена,5,2679,24
3516,Отменена,4,4136,774
3517,Отменена,1,7905,216
3518,Заключена,1,118,613
3519,Заключена,1,7906,720
3520,Ожидание,2,6286,693
3521,Отменена,2,3463,654
3522,Ожидание,5,9365,950
3523,Ожидание,5,2121,967
3524,Отменена,2,7880,817
3525,Ожидание,5,14432,170
3526,Отменена,3,2414,722
3527,Заключена,3,4050,371
3528,Отменена,3,6442,923
3529,Ожидание,3,9170,373
3530,Ожидание,1,7628,550
3531,Ожидание,3,12103,181
3532,Заключена,3,13142,193
3533,Ожидание,3,4196,606
3534,Отменена,4,3333,524
3535,Отменена,3,9935,833
3536,Ожидание,2,8464,239
3537,Заключена,3,2825,858
3538,Отменена,5,6981,950
3539,Отменена,2,11459,263
3540,Ожидание,2,558,155
3541,Ожидание,3,3063,187
3542,Отменена,1,9781,444
3543,Ожидание,3,10639,376
3544,Заключена,2,13704,154
3545,Заключена,1,5589,837
3546,Отменена,3,3132,637
3547,Отменена,5,13014,503
3548,Отменена,2,11534,739
3549,Заключена,1,8449,448
3550,Отменена,1,8274,770
3551,Заключена,5,3986,583
3552,Ожидание,5,13756,589
3553,Ожидание,4,5046,327
3554,Ожидание,3,12322,232
3555,Ожидание,3,14322,417
3556,Заключена,1,2702,949
3557,Отменена,1,4477,38
3558,Отменена,4,11525,818
3559,Отменена,5,10104,651
3560,Заключена,1,12636,663
3561,Отменена,1,14067,748
3562,Ожидание,4,9741,288
3563,Заключена,2,10309,391
3564,Ожидание,2,5289,562
3565,Ожидание,1,9858,172
3566,Отменена,5,87,370
3567,Отменена,2,8654,94
3568,Ожидание,3,3136,658
3569,Отменена,5,7569,811
3570,Отменена,5,12507,269
3571,Отменена,5,2370,38
3572,Заключена,4,6521,437
3573,Ожидание,1,2937,420
3574,Заключена,3,7039,489
3575,Отменена,4,5450,784
3576,Отменена,4,12462,244
3577,Заключена,2,10073,976
3578,Отменена,2,7912,773
3579,Заключена,5,14215,676
3580,Отменена,3,697,778
3581,Отменена,1,6198,282
3582,Ожидание,2,1565,238
3583,Заключена,2,392,983
3584,Ожидание,3,10202,910
3585,Отменена,4,14601,381
3586,Заключена,4,6217,256
3587,Ожидание,3,7746,956
3588,Отменена,2,5085,569
3589,Заключена,3,12707,627
3590,Отменена,5,5432,656
3591,Ожидание,3,2466,331
3592,Заключена,4,282,775
3593,Отменена,4,201,728
3594,Отменена,1,10590,910
3595,Отменена,3,11945,687
3596,Отменена,4,195,971
3597,Отменена,5,1840,459
3598,Ожидание,5,213,145
3599,Отменена,3,2203,990
3600,Отменена,2,4144,255
3601,Отменена,4,7377,3
3602,Ожидание,4,13717,754
3603,Ожидание,2,5039,653
3604,Заключена,4,1500,159
3605,Отменена,4,2258,144
3606,Отменена,4,8490,815
3607,Ожидание,1,2841,716
3608,Ожидание,1,11227,436
3609,Ожидание,1,9005,946
3610,Заключена,1,12236,128
3611,Отменена,2,11002,932
3612,Отменена,5,4535,41
3613,Заключена,2,3982,596
3614,Ожидание,1,1802,534
3615,Заключена,3,8155,549
3616,Заключена,2,6350,198
3617,Заключена,4,11126,400
3618,Отменена,1,11863,339
3619,Заключена,3,14734,960
3620,Заключена,5,1226,1000
3621,Заключена,1,1298,754
3622,Отменена,5,11815,325
3623,Ожидание,1,4001,432
3624,Заключена,3,2184,96
3625,Отменена,4,5247,161
3626,Отменена,5,1516,798
3627,Отменена,2,11374,63
3628,Заключена,3,13207,270
3629,Ожидание,4,12191,81
3630,Отменена,2,13975,774
3631,Ожидание,5,3212,974
3632,Отменена,4,12438,926
3633,Отменена,2,4602,250
3634,Заключена,1,13513,821
3635,Заключена,2,11719,423
3636,Отменена,4,11868,644
3637,Заключена,3,12649,251
3638,Ожидание,3,10167,471
3639,Заключена,5,8086,367
3640,Заключена,1,13760,504
3641,Отменена,3,9674,853
3642,Заключена,5,13272,755
3643,Ожидание,2,1320,445
3644,Заключена,4,4984,605
3645,Ожидание,5,6588,27
3646,Ожидание,5,4957,272
3647,Отменена,1,4311,461
3648,Заключена,5,4753,257
3649,Заключена,4,9071,595
3650,Ожидание,2,8111,722
3651,Ожидание,3,2874,785
3652,Ожидание,2,6489,228
3653,Отменена,1,2651,360
3654,Заключена,2,14648,5
3655,Заключена,1,9124,313
3656,Ожидание,5,2205,7
3657,Заключена,1,7292,377
3658,Заключена,2,8004,420
3659,Ожидание,5,8570,646
3660,Отменена,1,6394,39
3661,Заключена,3,10389,166
3662,Ожидание,3,13633,18
3663,Ожидание,1,12734,63
3664,Ожидание,3,12649,73
3665,Отменена,1,9767,60
3666,Отменена,1,9748,939
3667,Заключена,3,8470,491
3668,Ожидание,1,12955,768
3669,Заключена,3,2395,664
3670,Заключена,2,14406,326
3671,Ожидание,2,12537,230
3672,Ожидание,1,1522,196
3673,Ожидание,3,12779,324
3674,Отменена,4,10572,838
3675,Отменена,2,5253,449
3676,Заключена,4,11696,990
3677,Отменена,1,10859,143
3678,Ожидание,4,2732,807
3679,Отменена,5,14846,266
3680,Заключена,3,14503,378
3681,Ожидание,1,3130,653
3682,Отменена,3,6169,360
3683,Ожидание,4,9876,634
3684,Отменена,1,9118,937
3685,Отменена,2,14343,368
3686,Заключена,1,5422,605
3687,Отменена,5,8034,866
3688,Ожидание,3,4316,624
3689,Отменена,4,14552,652
3690,Отменена,5,14453,115
3691,Ожидание,2,6892,562
3692,Ожидание,4,4212,988
3693,Отменена,4,492,296
3694,Ожидание,2,10342,476
3695,Ожидание,5,8897,939
3696,Ожидание,5,9814,586
3697,Отменена,2,3503,816
3698,Ожидание,3,14351,398
3699,Ожидание,5,8897,99
3700,Ожидание,2,13874,117
3701,Отменена,2,14095,670
3702,Отменена,1,14510,231
3703,Отменена,4,12797,155
3704,Отменена,5,1685,673
3705,Отменена,1,7180,409
3706,Отменена,1,12898,922
3707,Заключена,3,3000,3
3708,Отменена,4,5384,782
3709,Заключена,1,1316,667
3710,Отменена,4,8989,589
3711,Ожидание,3,2644,632
3712,Отменена,1,12566,406
3713,Заключена,4,7907,267
3714,Заключена,3,11276,607
3715,Отменена,5,766,508
3716,Ожидание,2,2509,207
3717,Отменена,2,12976,260
3718,Ожидание,1,7223,210
3719,Ожидание,2,11475,592
3720,Отменена,3,8980,729
3721,Ожидание,3,3166,403
3722,Ожидание,5,9323,72
3723,Отменена,5,1869,564
3724,Отменена,2,10015,538
3725,Ожидание,4,4877,413
3726,Отменена,5,2416,376
3727,Отменена,4,10162,243
3728,Отменена,3,9452,865
3729,Отменена,3,9743,685
3730,Ожидание,5,12817,380
3731,Отменена,4,11975,980
3732,Отменена,2,769,84
3733,Ожидание,4,741,582
3734,Заключена,1,5976,490
3735,Ожидание,3,5701,581
3736,Ожидание,5,5898,92
3737,Отменена,2,1781,254
3738,Заключена,5,4588,488
3739,Ожидание,3,3254,748
3740,Заключена,2,14639,573
3741,Заключена,2,6735,552
3742,Ожидание,4,3338,804
3743,Ожидание,1,7246,670
3744,Заключена,5,13466,928
3745,Отменена,3,10613,539
3746,Отменена,4,7904,159
3747,Ожидание,4,4042,593
3748,Заключена,2,1440,724
3749,Ожидание,3,11634,148
3750,Ожидание,5,8959,50
3751,Ожидание,2,6177,229
3752,Заключена,1,4791,774
3753,Ожидание,2,3146,555
3754,Отменена,4,11719,520
3755,Ожидание,4,13380,432
3756,Ожидание,1,11655,562
3757,Ожидание,1,14309,1
3758,Заключена,1,1085,779
3759,Заключена,1,7320,693
3760,Заключена,3,6718,287
3761,Ожидание,2,13431,18
3762,Заключена,4,12429,612
3763,Отменена,5,3642,694
3764,Отменена,5,6113,397
3765,Заключена,3,12845,755
3766,Заключена,3,1261,363
3767,Отменена,4,404,694
3768,Отменена,5,3417,342
3769,Ожидание,5,4516,13
3770,Ожидание,1,550,807
3771,Отменена,3,4394,536
3772,Ожидание,4,5295,904
3773,Ожидание,3,14386,390
3774,Ожидание,3,12677,625
3775,Отменена,1,14898,874
3776,Ожидание,4,1705,305
3777,Отменена,2,12574,591
3778,Заключена,4,694,54
3779,Отменена,4,12887,742
3780,Ожидание,4,4477,344
3781,Отменена,4,12583,584
3782,Заключена,1,7847,447
3783,Ожидание,5,5473,982
3784,Отменена,4,1501,609
3785,Заключена,5,10459,237
3786,Ожидание,2,6634,419
3787,Ожидание,2,713,317
3788,Заключена,2,9650,552
3789,Отменена,5,13690,892
3790,Ожидание,2,6917,65
3791,Ожидание,2,4189,696
3792,Заключена,1,9165,590
3793,Ожидание,3,3633,431
3794,Ожидание,1,14227,423
3795,Отменена,4,6223,554
3796,Заключена,2,14181,670
3797,Заключена,4,3938,543
3798,Ожидание,4,11949,982
3799,Отменена,5,5183,765
3800,Заключена,2,6472,193
3801,Заключена,4,13045,875
3802,Отменена,1,4604,830
3803,Заключена,2,10946,35
3804,Заключена,1,2604,552
3805,Отменена,3,5641,586
3806,Отменена,2,2078,242
3807,Ожидание,3,5174,770
3808,Ожидание,1,3164,692
3809,Отменена,2,2773,311
3810,Заключена,5,10961,484
3811,Заключена,2,1715,170
3812,Ожидание,3,10215,652
3813,Ожидание,5,4903,984
3814,Заключена,3,2464,4
3815,Отменена,4,3264,600
3816,Ожидание,4,2391,186
3817,Отменена,1,10722,189
3818,Заключена,5,13486,519
3819,Заключена,4,14430,82
3820,Отменена,2,11877,961
3821,Заключена,4,14966,159
3822,Отменена,4,5886,590
3823,Ожидание,1,1985,690
3824,Отменена,4,5641,86
3825,Ожидание,4,2200,365
3826,Заключена,4,14953,741
3827,Ожидание,5,9403,548
3828,Ожидание,2,9412,72
3829,Отменена,3,2000,349
3830,Ожидание,5,11536,238
3831,Отменена,2,539,478
3832,Ожидание,1,7528,175
3833,Заключена,2,75,964
3834,Ожидание,3,9582,872
3835,Заключена,2,9314,856
3836,Ожидание,3,4160,559
3837,Заключена,1,2422,326
3838,Заключена,1,2077,220
3839,Ожидание,4,9429,179
3840,Отменена,3,14565,470
3841,Отменена,5,2711,942
3842,Заключена,1,9042,149
3843,Заключена,3,1003,757
3844,Ожидание,2,3055,579
3845,Отменена,3,14280,304
3846,Заключена,1,102,633
3847,Ожидание,3,491,792
3848,Отменена,5,7396,73
3849,Заключена,4,14900,398
3850,Ожидание,2,13300,627
3851,Отменена,1,3973,358
3852,Ожидание,2,5338,678
3853,Заключена,3,11401,597
3854,Отменена,2,13286,717
3855,Заключена,3,14495,303
3856,Отменена,2,13937,326
3857,Заключена,1,5036,60
3858,Заключена,1,8085,609
3859,Отменена,1,11091,16
3860,Отменена,2,1167,324
3861,Заключена,3,7616,996
3862,Ожидание,3,5010,114
3863,Заключена,4,2892,541
3864,Отменена,5,12629,896
3865,Ожидание,1,12409,198
3866,Ожидание,2,2410,832
3867,Заключена,3,7335,614
3868,Отменена,4,12690,522
3869,Заключена,4,4387,770
3870,Ожидание,5,2851,797
3871,Заключена,5,4885,516
3872,Ожидание,2,6851,839
3873,Ожидание,3,12009,686
3874,Заключена,5,6690,531
3875,Ожидание,2,2697,196
3876,Отменена,3,12459,484
3877,Заключена,4,1727,204
3878,Отменена,2,4631,207
3879,Отменена,2,2397,359
3880,Заключена,4,10539,962
3881,Заключена,1,4355,861
3882,Ожидание,1,4621,336
3883,Отменена,5,5941,76
3884,Ожидание,5,12969,291
3885,Ожидание,1,9681,800
3886,Отменена,5,905,586
3887,Заключена,5,3797,356
3888,Заключена,3,5171,966
3889,Заключена,5,3631,235
3890,Заключена,4,4777,587
3891,Заключена,5,5728,512
3892,Отменена,3,13854,479
3893,Заключена,3,5328,360
3894,Отменена,4,10777,876
3895,Отменена,1,4162,679
3896,Заключена,4,6781,2
3897,Ожидание,5,5140,795
3898,Ожидание,3,12220,803
3899,Заключена,1,14314,71
3900,Отменена,4,14878,296
3901,Заключена,3,532,588
3902,Отменена,2,14018,266
3903,Отменена,3,10734,693
3904,Отменена,3,2036,780
3905,Отменена,4,6951,170
3906,Заключена,4,13589,640
3907,Ожидание,1,10244,544
3908,Отменена,5,1911,544
3909,Ожидание,5,10977,833
3910,Заключена,2,3568,935
3911,Ожидание,4,11844,462
3912,Заключена,2,8704,803
3913,Заключена,5,8736,612
3914,Отменена,5,858,302
3915,Ожидание,1,3431,15
3916,Отменена,5,4460,915
3917,Ожидание,3,4440,446
3918,Отменена,4,10261,613
3919,Ожидание,1,10336,206
3920,Ожидание,2,8482,369
3921,Ожидание,4,14507,142
3922,Заключена,1,4132,361
3923,Заключена,2,5505,258
3924,Ожидание,5,11064,310
3925,Ожидание,5,12634,971
3926,Отменена,2,12221,713
3927,Отменена,5,14033,40
3928,Отменена,2,6556,361
3929,Ожидание,5,7284,540
3930,Ожидание,4,4814,385
3931,Отменена,5,2333,714
3932,Заключена,5,4172,916
3933,Ожидание,4,2247,900
3934,Отменена,1,6764,181
3935,Заключена,4,10436,801
3936,Ожидание,2,426,600
3937,Заключена,1,11507,936
3938,Отменена,1,14576,590
3939,Отменена,3,4850,648
3940,Ожидание,3,8836,190
3941,Ожидание,2,4767,994
3942,Отменена,3,11785,725
3943,Ожидание,1,12039,625
3944,Ожидание,5,13408,559
3945,Заключена,5,508,58
3946,Отменена,2,9986,323
3947,Заключена,4,11709,124
3948,Заключена,1,2966,61
3949,Заключена,1,6877,660
3950,Отменена,5,13374,643
3951,Отменена,3,13830,117
3952,Отменена,5,7388,758
3953,Отменена,4,14907,670
3954,Ожидание,2,8872,853
3955,Отменена,2,11012,788
3956,Ожидание,3,14590,79
3957,Отменена,3,6648,440
3958,Отменена,3,5171,446
3959,Ожидание,5,3499,749
3960,Ожидание,2,1240,101
3961,Отменена,1,4996,221
3962,Отменена,3,11074,188
3963,Ожидание,5,3681,938
3964,Заключена,4,12631,150
3965,Отменена,4,6894,948
3966,Заключена,4,5376,445
3967,Отменена,3,12349,499
3968,Отменена,3,3603,949
3969,Отменена,4,9798,938
3970,Отменена,3,7690,399
3971,Отменена,5,2196,565
3972,Ожидание,2,3798,457
3973,Заключена,1,9169,344
3974,Отменена,3,3845,872
3975,Ожидание,4,13187,914
3976,Заключена,4,2333,907
3977,Заключена,1,12696,951
3978,Отменена,1,9203,724
3979,Ожидание,1,14982,420
3980,Ожидание,3,8411,59
3981,Ожидание,3,4121,153
3982,Отменена,2,648,321
3983,Отменена,5,8504,815
3984,Ожидание,5,689,919
3985,Ожидание,1,9830,37
3986,Ожидание,4,12232,545
3987,Отменена,2,13206,10
3988,Ожидание,5,2615,816
3989,Отменена,2,14373,88
3990,Отменена,5,14933,654
3991,Заключена,2,8358,543
3992,Ожидание,4,12883,495
3993,Заключена,4,4002,398
3994,Заключена,5,2862,514
3995,Отменена,5,12736,37
3996,Ожидание,4,8942,939
3997,Отменена,5,3192,745
3998,Ожидание,3,1101,432
3999,Ожидание,2,5385,893
4000,Заключена,1,4544,991
4001,Ожидание,3,6849,933
4002,Заключена,5,9960,599
4003,Отменена,4,14302,461
4004,Отменена,3,1106,588
4005,Ожидание,1,9535,162
4006,Ожидание,1,1776,351
4007,Отменена,5,11920,329
4008,Отменена,2,13633,289
4009,Ожидание,4,10053,268
4010,Ожидание,5,4591,38
4011,Заключена,2,10899,815
4012,Ожидание,4,3734,425
4013,Заключена,4,12125,750
4014,Отменена,3,9832,12
4015,Ожидание,2,6817,450
4016,Ожидание,4,6940,87
4017,Заключена,3,9682,844
4018,Заключена,2,12551,77
4019,Отменена,2,13984,715
4020,Отменена,1,10614,544
4021,Отменена,4,13829,599
4022,Ожидание,4,7414,850
4023,Ожидание,5,8427,128
4024,Ожидание,3,491,965
4025,Отменена,4,1271,481
4026,Ожидание,1,12496,207
4027,Отменена,2,13782,360
4028,Заключена,3,7093,25
4029,Ожидание,5,6225,252
4030,Ожидание,4,9343,470
4031,Отменена,4,4046,761
4032,Отменена,5,14015,87
4033,Заключена,5,13112,346
4034,Заключена,5,14462,340
4035,Ожидание,5,12737,800
4036,Ожидание,3,9251,8
4037,Заключена,4,8861,228
4038,Ожидание,3,13933,819
4039,Заключена,4,4192,261
4040,Заключена,2,482,815
4041,Ожидание,3,752,430
4042,Ожидание,4,2588,732
4043,Отменена,4,5394,480
4044,Заключена,2,152,355
4045,Ожидание,2,10720,508
4046,Отменена,4,8462,418
4047,Ожидание,2,646,630
4048,Заключена,4,10731,929
4049,Заключена,2,8241,116
4050,Заключена,5,13084,551
4051,Отменена,1,897,304
4052,Отменена,5,10457,54
4053,Заключена,1,7524,785
4054,Заключена,5,9289,923
4055,Заключена,3,5274,988
4056,Отменена,2,6517,846
4057,Отменена,4,8480,150
4058,Заключена,2,10404,134
4059,Отменена,4,372,489
4060,Заключена,4,6504,946
4061,Отменена,2,6227,206
4062,Отменена,4,1479,874
4063,Отменена,5,4901,520
4064,Отменена,2,3411,949
4065,Отменена,3,1947,994
4066,Заключена,4,242,974
4067,Заключена,5,1739,173
4068,Ожидание,3,9063,878
4069,Отменена,1,3997,306
4070,Отменена,3,2664,675
4071,Заключена,1,8714,737
4072,Ожидание,5,14835,758
4073,Заключена,4,13360,2
4074,Ожидание,2,9462,602
4075,Отменена,1,11485,984
4076,Заключена,5,4846,723
4077,Ожидание,2,9464,618
4078,Заключена,2,12222,993
4079,Отменена,3,4669,121
4080,Отменена,5,6661,331
4081,Заключена,3,12850,145
4082,Заключена,4,10897,122
4083,Заключена,1,4828,741
4084,Отменена,5,12462,449
4085,Отменена,5,14401,803
4086,Заключена,5,9921,819
4087,Отменена,4,11087,954
4088,Отменена,5,13467,696
4089,Заключена,4,2253,17
4090,Ожидание,4,6251,614
4091,Ожидание,2,14791,746
4092,Заключена,1,12431,808
4093,Отменена,1,4453,166
4094,Ожидание,3,9631,380
4095,Заключена,5,5214,864
4096,Отменена,5,1824,152
4097,Отменена,5,8684,399
4098,Заключена,4,7849,547
4099,Ожидание,3,3437,34
4100,Ожидание,1,3454,377
4101,Отменена,2,11911,644
4102,Ожидание,1,9704,323
4103,Заключена,5,5746,44
4104,Заключена,1,3332,179
4105,Отменена,4,12888,774
4106,Отменена,2,12324,583
4107,Отменена,2,445,337
4108,Отменена,3,2584,386
4109,Заключена,1,10739,204
4110,Отменена,2,12912,600
4111,Заключена,4,13199,677
4112,Заключена,5,8749,87
4113,Ожидание,1,11798,432
4114,Заключена,2,8657,675
4115,Заключена,4,14213,927
4116,Отменена,4,11003,8
4117,Ожидание,2,12860,466
4118,Отменена,3,14761,642
4119,Заключена,2,160,750
4120,Ожидание,4,1280,395
4121,Ожидание,3,1047,159
4122,Отменена,1,13818,799
4123,Отменена,2,14772,711
4124,Отменена,3,13666,665
4125,Ожидание,4,3906,840
4126,Заключена,2,13397,939
4127,Заключена,5,13790,314
4128,Заключена,1,679,20
4129,Ожидание,2,5108,659
4130,Заключена,1,11366,395
4131,Отменена,2,12504,312
4132,Отменена,2,11469,962
4133,Заключена,5,1860,64
4134,Заключена,1,1665,134
4135,Ожидание,3,2359,314
4136,Ожидание,4,2099,901
4137,Ожидание,2,3831,938
4138,Ожидание,5,14977,748
4139,Ожидание,3,407,798
4140,Ожидание,2,9984,1000
4141,Ожидание,4,6119,458
4142,Заключена,5,6364,795
4143,Отменена,1,7907,758
4144,Ожидание,2,7243,523
4145,Ожидание,1,14115,7
4146,Заключена,5,9385,397
4147,Заключена,2,11366,89
4148,Отменена,2,14616,700
4149,Отменена,5,1711,487
4150,Отменена,4,12456,785
4151,Отменена,5,5479,859
4152,Заключена,2,14818,856
4153,Заключена,2,13305,589
4154,Ожидание,5,5674,600
4155,Отменена,2,5979,440
4156,Заключена,5,3201,20
4157,Заключена,3,79,876
4158,Ожидание,4,2035,847
4159,Ожидание,1,698,938
4160,Ожидание,3,4396,967
4161,Заключена,5,10589,776
4162,Заключена,3,14250,401
4163,Отменена,5,7455,974
4164,Заключена,2,7328,381
4165,Ожидание,1,8284,679
4166,Ожидание,5,1346,765
4167,Ожидание,1,4457,915
4168,Ожидание,2,3644,680
4169,Заключена,3,14228,500
4170,Ожидание,4,2092,36
4171,Отменена,5,575,845
4172,Ожидание,4,829,666
4173,Отменена,2,1953,657
4174,Отменена,4,13618,890
4175,Отменена,1,2591,996
4176,Заключена,5,4765,593
4177,Заключена,1,12259,102
4178,Ожидание,5,7201,570
4179,Ожидание,4,11318,25
4180,Заключена,1,132,336
4181,Заключена,4,706,884
4182,Заключена,3,14620,880
4183,Отменена,3,12160,579
4184,Отменена,4,10692,489
4185,Ожидание,4,12436,280
4186,Ожидание,3,10112,280
4187,Отменена,3,3989,844
4188,Заключена,5,12166,184
4189,Отменена,4,12707,417
4190,Ожидание,1,3294,6
4191,Ожидание,1,4362,497
4192,Отменена,5,1508,220
4193,Ожидание,3,645,304
4194,Ожидание,1,2340,426
4195,Отменена,5,2624,34
4196,Заключена,4,5158,909
4197,Заключена,1,12226,19
4198,Заключена,2,11739,683
4199,Заключена,1,5294,809
4200,Отменена,4,13149,688
4201,Заключена,2,2463,21
4202,Отменена,3,990,36
4203,Заключена,4,9231,570
4204,Ожидание,1,6668,236
4205,Ожидание,5,13618,274
4206,Заключена,1,13358,569
4207,Заключена,1,11894,690
4208,Заключена,2,13754,764
4209,Отменена,5,10385,875
4210,Заключена,3,3586,203
4211,Заключена,4,7372,895
4212,Заключена,5,10648,308
4213,Заключена,5,7025,256
4214,Заключена,5,10655,421
4215,Заключена,1,6639,548
4216,Заключена,3,1992,330
4217,Заключена,2,10722,786
4218,Заключена,4,270,854
4219,Отменена,5,4784,16
4220,Заключена,4,6884,319
4221,Ожидание,3,11355,761
4222,Заключена,3,8017,417
4223,Ожидание,1,4244,458
4224,Заключена,1,14894,702
4225,Ожидание,4,3196,178
4226,Заключена,2,7426,209
4227,Ожидание,3,13792,336
4228,Ожидание,2,5449,221
4229,Отменена,1,780,423
4230,Ожидание,2,9654,28
4231,Ожидание,3,5025,910
4232,Отменена,3,873,67
4233,Заключена,5,13568,35
4234,Отменена,1,13467,100
4235,Заключена,1,9904,384
4236,Ожидание,4,10430,786
4237,Заключена,1,13993,559
4238,Ожидание,4,10132,266
4239,Заключена,1,8616,438
4240,Отменена,1,14025,100
4241,Заключена,5,231,32
4242,Заключена,4,7227,781
4243,Ожидание,3,8721,967
4244,Ожидание,1,9373,410
4245,Ожидание,3,8058,639
4246,Заключена,3,4015,619
4247,Отменена,5,13349,133
4248,Заключена,2,9831,931
4249,Заключена,3,11192,696
4250,Отменена,3,10706,652
4251,Отменена,4,10345,670
4252,Заключена,5,1787,156
4253,Заключена,4,8975,801
4254,Отменена,4,6509,171
4255,Ожидание,2,10067,92
4256,Заключена,1,5139,69
4257,Заключена,5,4064,463
4258,Отменена,2,213,459
4259,Заключена,5,4768,337
4260,Заключена,5,2417,693
4261,Ожидание,4,3483,390
4262,Отменена,5,7062,27
4263,Отменена,1,13645,935
4264,Заключена,4,1180,790
4265,Заключена,5,8077,202
4266,Заключена,5,6032,65
4267,Ожидание,3,5237,188
4268,Отменена,5,1057,609
4269,Отменена,1,5773,889
4270,Отменена,1,6364,469
4271,Отменена,2,12957,998
4272,Заключена,1,13406,208
4273,Заключена,1,606,228
4274,Заключена,2,8938,669
4275,Ожидание,3,9561,912
4276,Заключена,4,1863,636
4277,Заключена,5,13371,324
4278,Заключена,5,3311,968
4279,Ожидание,2,13614,822
4280,Заключена,3,8054,643
4281,Отменена,1,5658,331
4282,Ожидание,2,4928,420
4283,Ожидание,2,5491,121
4284,Заключена,1,14007,647
4285,Ожидание,2,12670,193
4286,Отменена,1,13166,463
4287,Ожидание,3,11757,71
4288,Заключена,5,4175,697
4289,Ожидание,1,112,457
4290,Отменена,2,5905,719
4291,Ожидание,5,14055,367
4292,Ожидание,2,3574,121
4293,Ожидание,4,2406,441
4294,Отменена,4,14780,406
4295,Заключена,1,2721,683
4296,Отменена,5,2584,681
4297,Заключена,3,14050,933
4298,Заключена,2,11890,566
4299,Отменена,1,14295,630
4300,Ожидание,4,2344,360
4301,Ожидание,2,11801,481
4302,Ожидание,4,14774,792
4303,Ожидание,1,2758,577
4304,Отменена,2,14758,195
4305,Ожидание,4,8459,707
4306,Отменена,1,13004,233
4307,Отменена,3,2531,681
4308,Заключена,4,12064,343
4309,Отменена,2,9521,665
4310,Ожидание,1,1041,275
4311,Ожидание,2,6358,3
4312,Отменена,2,14363,214
4313,Заключена,4,10601,132
4314,Отменена,5,14875,117
4315,Ожидание,4,14473,834
4316,Ожидание,1,10314,960
4317,Заключена,2,8578,277
4318,Ожидание,1,210,668
4319,Заключена,5,10298,191
4320,Ожидание,3,14475,483
4321,Заключена,4,4351,137
4322,Отменена,3,5024,358
4323,Ожидание,1,12288,422
4324,Отменена,4,6488,812
4325,Отменена,2,9115,78
4326,Отменена,1,12564,993
4327,Отменена,3,9000,204
4328,Заключена,5,1212,529
4329,Ожидание,1,10322,778
4330,Заключена,5,11058,960
4331,Ожидание,2,7159,569
4332,Ожидание,3,4709,803
4333,Отменена,3,14119,258
4334,Отменена,3,234,872
4335,Заключена,4,39,748
4336,Отменена,3,9329,427
4337,Заключена,2,2543,747
4338,Ожидание,5,1680,627
4339,Заключена,5,12195,120
4340,Заключена,5,5272,598
4341,Отменена,5,2719,327
4342,Заключена,3,12349,263
4343,Заключена,4,10707,735
4344,Отменена,5,328,785
4345,Отменена,5,10799,552
4346,Отменена,1,8587,446
4347,Заключена,5,7540,113
4348,Ожидание,5,13318,999
4349,Ожидание,1,274,621
4350,Заключена,4,1777,105
4351,Отменена,5,3482,506
4352,Ожидание,3,14677,527
4353,Ожидание,4,9831,746
4354,Отменена,3,3246,697
4355,Заключена,2,14684,195
4356,Ожидание,3,3283,428
4357,Отменена,5,5372,81
4358,Отменена,5,10530,160
4359,Ожидание,3,4393,847
4360,Отменена,1,9097,738
4361,Заключена,5,7490,58
4362,Заключена,2,7698,795
4363,Заключена,1,14269,934
4364,Ожидание,5,10062,60
4365,Ожидание,1,3654,539
