domain_registration,profiler,mail_server,fk_deal_id
False,False,False,4596
True,False,False,4597
False,False,True,4598
True,True,False,4599
True,True,True,4600
True,False,False,4601
False,True,True,4602
True,True,False,4603
True,True,True,4604
False,False,True,4605
False,False,True,4606
True,True,False,4607
False,True,False,4608
True,False,False,4609
True,False,False,4610
False,True,False,4611
False,False,True,4612
False,False,True,4613
False,True,False,4614
True,False,False,4615
True,False,False,4616
False,False,False,4617
False,True,True,4618
True,False,True,4619
False,False,True,4620
True,False,False,4621
True,True,False,4622
True,False,False,4623
False,True,True,4624
True,False,False,4625
True,False,True,4626
True,True,False,4627
False,False,False,4628
True,True,True,4629
True,True,True,4630
False,False,True,4631
False,True,False,4632
False,False,True,4633
False,True,False,4634
False,True,True,4635
False,True,True,4636
False,False,True,4637
False,False,False,4638
False,False,True,4639
True,False,True,4640
False,True,False,4641
True,True,True,4642
False,False,True,4643
False,False,True,4644
False,True,False,4645
False,True,False,4646
False,True,True,4647
True,False,False,4648
False,False,True,4649
True,False,True,4650
False,True,False,4651
True,True,False,4652
False,False,True,4653
False,True,False,4654
True,True,False,4655
False,False,True,4656
True,False,False,4657
True,False,True,4658
False,False,False,4659
True,False,True,4660
True,False,False,4661
True,False,True,4662
False,True,True,4663
False,False,True,4664
False,True,False,4665
True,False,True,4666
True,False,False,4667
True,True,True,4668
False,True,False,4669
False,False,True,4670
True,True,False,4671
True,False,True,4672
False,True,True,4673
False,False,True,4674
True,True,False,4675
True,False,False,4676
True,False,True,4677
True,False,False,4678
True,True,True,4679
True,False,True,4680
True,False,False,4681
False,True,True,4682
False,True,True,4683
True,False,True,4684
True,False,False,4685
False,False,True,4686
False,True,False,4687
True,False,False,4688
False,True,False,4689
True,True,True,4690
False,True,True,4691
False,False,True,4692
False,True,False,4693
False,True,False,4694
False,False,True,4695
False,True,False,4696
False,True,True,4697
True,False,False,4698
True,False,False,4699
False,True,False,4700
False,True,True,4701
False,False,True,4702
True,True,True,4703
True,False,False,4704
False,True,False,4705
False,True,True,4706
True,False,False,4707
False,True,True,4708
False,False,True,4709
False,False,False,4710
True,True,True,4711
True,True,False,4712
True,False,True,4713
False,False,False,4714
False,True,False,4715
True,False,True,4716
False,False,False,4717
False,False,False,4718
True,False,False,4719
False,False,True,4720
False,True,True,4721
False,True,True,4722
True,False,True,4723
False,False,False,4724
False,True,False,4725
False,True,True,4726
True,True,False,4727
False,True,False,4728
True,True,False,4729
False,True,False,4730
False,False,True,4731
False,False,True,4732
False,True,True,4733
True,True,False,4734
False,False,True,4735
False,True,False,4736
False,True,True,4737
False,False,False,4738
False,True,True,4739
True,False,True,4740
False,False,True,4741
False,True,False,4742
True,True,True,4743
False,False,True,4744
False,True,False,4745
True,False,False,4746
False,False,True,4747
False,False,True,4748
True,True,False,4749
False,True,True,4750
False,True,True,4751
True,True,False,4752
True,False,True,4753
False,False,False,4754
True,True,False,4755
False,True,False,4756
False,False,True,4757
False,True,True,4758
True,True,False,4759
True,False,True,4760
True,False,True,4761
True,False,True,4762
False,True,False,4763
True,False,True,4764
True,False,True,4765
True,False,True,4766
False,False,False,4767
False,False,False,4768
False,False,False,4769
True,False,True,4770
True,True,False,4771
False,False,True,4772
True,True,True,4773
True,False,False,4774
True,False,True,4775
True,False,True,4776
False,True,False,4777
True,False,False,4778
False,False,False,4779
False,True,True,4780
False,True,True,4781
True,True,True,4782
True,False,True,4783
True,False,True,4784
True,True,False,4785
True,True,False,4786
True,True,False,4787
True,False,False,4788
False,True,True,4789
False,False,False,4790
False,False,True,4791
True,False,True,4792
False,False,False,4793
True,False,True,4794
True,True,False,4795
False,False,True,4796
False,False,False,4797
False,False,True,4798
False,False,True,4799
False,False,False,4800
False,False,True,4801
True,False,True,4802
True,False,False,4803
True,True,True,4804
False,False,False,4805
False,False,True,4806
True,False,True,4807
False,False,True,4808
True,True,True,4809
True,False,True,4810
True,True,True,4811
True,False,True,4812
False,False,True,4813
False,False,True,4814
True,False,True,4815
True,False,True,4816
True,True,False,4817
False,False,True,4818
False,True,True,4819
False,True,False,4820
False,False,False,4821
False,True,False,4822
True,True,True,4823
True,False,True,4824
True,True,False,4825
False,False,False,4826
False,True,True,4827
False,False,False,4828
False,False,False,4829
True,False,False,4830
True,False,True,4831
False,True,False,4832
True,True,True,4833
True,False,False,4834
False,False,False,4835
False,True,False,4836
True,False,False,4837
True,True,False,4838
False,False,True,4839
True,True,False,4840
False,True,True,4841
False,True,True,4842
True,False,False,4843
False,True,False,4844
True,True,True,4845
True,True,False,4846
True,True,True,4847
False,True,False,4848
False,True,True,4849
False,False,True,4850
False,False,True,4851
False,False,True,4852
False,False,True,4853
False,False,False,4854
True,False,False,4855
False,False,False,4856
False,False,False,4857
False,False,False,4858
True,False,False,4859
True,True,False,4860
False,False,True,4861
True,True,True,4862
False,True,False,4863
True,False,True,4864
False,True,True,4865
False,True,True,4866
False,True,True,4867
False,False,True,4868
False,True,False,4869
True,False,True,4870
False,True,False,4871
True,False,False,4872
False,False,True,4873
True,False,True,4874
True,True,True,4875
False,False,True,4876
True,False,False,4877
True,True,True,4878
False,True,True,4879
False,False,False,4880
False,False,False,4881
True,True,True,4882
False,True,True,4883
False,True,True,4884
False,True,True,4885
False,True,True,4886
False,False,True,4887
False,True,True,4888
True,False,False,4889
False,False,False,4890
False,True,True,4891
False,False,True,4892
True,True,True,4893
False,False,True,4894
True,False,True,4895
True,False,False,4896
True,False,False,4897
True,True,True,4898
True,True,True,4899
False,True,True,4900
False,False,False,4901
True,False,False,4902
True,False,False,4903
True,False,True,4904
True,True,False,4905
False,False,True,4906
True,False,True,4907
True,True,True,4908
True,True,True,4909
False,True,False,4910
True,False,False,4911
True,True,False,4912
True,True,False,4913
False,False,False,4914
True,False,False,4915
False,True,True,4916
False,False,False,4917
False,True,False,4918
False,True,True,4919
True,False,False,4920
True,True,True,4921
False,False,False,4922
True,True,False,4923
False,False,False,4924
True,True,False,4925
False,True,False,4926
False,True,True,4927
False,False,True,4928
False,True,False,4929
False,False,True,4930
False,False,True,4931
True,False,True,4932
True,False,False,4933
True,True,True,4934
False,False,True,4935
False,True,True,4936
True,True,True,4937
True,True,False,4938
False,False,False,4939
False,False,True,4940
False,True,True,4941
False,False,True,4942
True,False,True,4943
True,True,False,4944
False,False,True,4945
True,True,False,4946
True,False,True,4947
True,False,True,4948
False,False,True,4949
True,True,True,4950
True,False,False,4951
True,False,False,4952
True,False,True,4953
False,True,True,4954
True,True,False,4955
False,False,True,4956
True,True,True,4957
True,False,False,4958
True,False,True,4959
False,True,True,4960
True,False,False,4961
False,True,False,4962
True,False,False,4963
True,True,False,4964
True,False,True,4965
False,False,False,4966
False,True,True,4967
False,False,True,4968
True,True,False,4969
True,True,False,4970
True,False,True,4971
False,False,False,4972
True,False,False,4973
False,True,True,4974
False,False,False,4975
True,True,True,4976
False,True,True,4977
False,False,False,4978
True,True,False,4979
False,False,False,4980
True,True,False,4981
False,True,False,4982
False,False,True,4983
True,False,False,4984
True,False,True,4985
False,False,False,4986
False,False,False,4987
True,True,True,4988
True,True,False,4989
True,False,False,4990
True,False,False,4991
False,False,True,4992
True,True,True,4993
False,False,True,4994
True,False,False,4995
True,False,False,4996
True,True,False,4997
False,True,True,4998
False,False,False,4999
False,True,True,5000
False,False,True,5001
True,True,False,5002
True,False,False,5003
True,True,True,5004
True,True,True,5005
True,False,False,5006
True,True,True,5007
False,False,False,5008
True,False,False,5009
True,False,True,5010
False,True,False,5011
True,False,True,5012
False,True,True,5013
True,False,True,5014
True,False,False,5015
False,False,True,5016
False,True,False,5017
False,True,True,5018
True,False,True,5019
True,True,False,5020
False,True,True,5021
True,True,False,5022
True,True,True,5023
False,False,False,5024
False,False,False,5025
False,False,True,5026
False,True,True,5027
False,True,True,5028
False,False,False,5029
False,True,True,5030
True,True,True,5031
False,False,False,5032
False,True,True,5033
True,True,True,5034
True,False,True,5035
True,False,True,5036
False,True,True,5037
False,False,False,5038
True,False,True,5039
True,False,False,5040
True,True,True,5041
True,False,True,5042
True,True,True,5043
False,False,True,5044
False,False,True,5045
True,False,False,5046
False,True,False,5047
False,False,True,5048
True,False,False,5049
True,False,True,5050
False,False,False,5051
False,False,True,5052
False,False,False,5053
True,True,False,5054
True,False,False,5055
False,True,False,5056
True,False,True,5057
True,False,False,5058
False,False,False,5059
False,False,False,5060
True,True,True,5061
True,False,True,5062
False,True,False,5063
True,False,False,5064
True,True,True,5065
False,True,False,5066
True,True,False,5067
True,True,True,5068
False,True,False,5069
False,True,True,5070
True,True,True,5071
True,False,True,5072
False,False,False,5073
True,False,True,5074
False,False,False,5075
False,True,False,5076
True,True,True,5077
False,True,True,5078
True,False,False,5079
False,False,False,5080
False,True,True,5081
True,True,True,5082
True,False,False,5083
True,False,True,5084
False,False,False,5085
True,False,True,5086
True,True,False,5087
True,True,False,5088
False,False,False,5089
False,False,True,5090
True,False,False,5091
True,True,True,5092
True,False,False,5093
False,True,True,5094
True,True,False,5095
True,True,False,5096
True,False,False,5097
False,True,False,5098
False,True,True,5099
False,True,False,5100
False,True,False,5101
False,False,True,5102
True,True,False,5103
True,True,True,5104
False,False,True,5105
False,True,False,5106
False,False,False,5107
False,False,True,5108
True,False,False,5109
False,False,True,5110
True,True,False,5111
True,False,True,5112
True,True,True,5113
False,True,False,5114
True,True,True,5115
False,False,True,5116
False,True,True,5117
True,False,True,5118
True,False,True,5119
True,False,True,5120
False,True,False,5121
False,False,True,5122
True,True,True,5123
False,False,True,5124
True,False,True,5125
False,True,True,5126
True,False,False,5127
False,True,False,5128
False,False,True,5129
False,False,True,5130
True,True,False,5131
False,False,True,5132
True,False,False,5133
True,True,True,5134
False,True,False,5135
True,False,False,5136
False,False,True,5137
True,True,True,5138
True,True,False,5139
True,True,False,5140
True,False,False,5141
True,True,True,5142
True,False,False,5143
False,True,True,5144
False,True,False,5145
False,True,False,5146
True,False,False,5147
False,True,False,5148
True,True,False,5149
False,False,True,5150
False,True,False,5151
False,True,True,5152
False,True,True,5153
False,True,True,5154
True,True,True,5155
False,False,True,5156
False,False,False,5157
True,True,True,5158
True,True,True,5159
True,False,True,5160
True,False,False,5161
False,True,False,5162
False,True,True,5163
True,False,False,5164
False,False,True,5165
False,True,False,5166
False,True,True,5167
True,True,False,5168
True,True,True,5169
True,False,False,5170
False,True,True,5171
False,True,True,5172
False,False,True,5173
True,False,False,5174
True,False,False,5175
False,True,False,5176
True,False,False,5177
True,True,False,5178
True,False,False,5179
True,False,False,5180
False,True,False,5181
True,False,False,5182
True,True,False,5183
False,False,True,5184
False,False,True,5185
True,True,True,5186
True,False,False,5187
True,True,False,5188
False,False,True,5189
False,True,False,5190
False,False,True,5191
True,False,False,5192
False,True,True,5193
False,False,True,5194
False,True,True,5195
True,False,True,5196
False,False,False,5197
True,True,True,5198
True,False,False,5199
False,True,True,5200
False,False,True,5201
True,True,True,5202
True,True,True,5203
False,True,True,5204
False,False,True,5205
False,True,True,5206
True,False,False,5207
True,False,True,5208
False,False,False,5209
False,True,False,5210
False,False,False,5211
False,False,False,5212
False,False,False,5213
False,True,True,5214
False,True,False,5215
True,False,True,5216
True,False,True,5217
True,False,True,5218
True,True,True,5219
True,False,False,5220
True,True,False,5221
False,True,True,5222
True,False,False,5223
False,True,False,5224
False,True,True,5225
False,True,False,5226
True,False,False,5227
True,False,False,5228
False,True,True,5229
False,False,False,5230
False,False,False,5231
True,False,False,5232
False,True,False,5233
True,True,True,5234
True,True,True,5235
False,True,True,5236
False,False,False,5237
False,False,False,5238
True,True,True,5239
False,True,False,5240
False,True,True,5241
True,False,False,5242
False,True,False,5243
False,False,False,5244
False,True,False,5245
False,True,False,5246
False,True,True,5247
False,True,False,5248
False,True,True,5249
True,True,False,5250
False,True,False,5251
False,True,True,5252
True,True,False,5253
False,False,True,5254
False,False,True,5255
False,True,True,5256
True,True,True,5257
True,True,False,5258
False,True,False,5259
False,False,False,5260
False,False,True,5261
False,False,False,5262
False,False,False,5263
True,False,True,5264
False,True,False,5265
False,True,False,5266
True,True,False,5267
False,False,True,5268
False,False,True,5269
True,True,True,5270
False,False,True,5271
True,False,False,5272
True,False,True,5273
True,True,True,5274
False,True,True,5275
False,False,True,5276
True,True,True,5277
False,True,False,5278
False,False,False,5279
False,False,False,5280
True,True,False,5281
False,False,True,5282
False,True,False,5283
True,False,False,5284
False,False,True,5285
False,True,False,5286
True,False,False,5287
True,False,True,5288
False,False,True,5289
True,True,True,5290
True,False,True,5291
False,False,True,5292
True,True,False,5293
False,True,False,5294
True,True,True,5295
False,False,True,5296
False,True,False,5297
True,False,False,5298
False,True,True,5299
False,False,False,5300
True,True,True,5301
False,False,True,5302
False,False,False,5303
True,True,False,5304
False,True,False,5305
True,False,False,5306
True,False,False,5307
False,True,False,5308
True,True,False,5309
True,True,True,5310
True,False,True,5311
True,False,False,5312
False,False,True,5313
True,False,True,5314
False,False,True,5315
False,False,True,5316
True,True,True,5317
True,False,False,5318
True,False,False,5319
False,True,True,5320
True,False,True,5321
False,True,False,5322
False,True,True,5323
True,True,False,5324
False,True,False,5325
False,True,False,5326
True,True,False,5327
True,True,False,5328
True,True,False,5329
True,True,True,5330
False,False,False,5331
False,True,False,5332
True,True,True,5333
True,True,True,5334
False,False,False,5335
False,True,True,5336
True,True,True,5337
True,False,True,5338
False,False,True,5339
True,True,False,5340
True,False,True,5341
True,True,True,5342
True,True,True,5343
True,False,False,5344
False,False,False,5345
True,False,True,5346
True,False,False,5347
False,True,True,5348
False,True,True,5349
True,False,True,5350
True,False,False,5351
False,True,True,5352
True,True,True,5353
False,False,True,5354
False,True,True,5355
False,True,False,5356
False,False,False,5357
False,False,True,5358
False,True,False,5359
False,True,False,5360
False,False,False,5361
True,False,True,5362
True,False,False,5363
True,False,False,5364
True,False,False,5365
False,True,True,5366
True,True,False,5367
False,True,False,5368
False,True,True,5369
False,False,False,5370
False,False,True,5371
False,True,False,5372
False,False,False,5373
False,True,False,5374
True,True,False,5375
True,True,False,5376
False,True,True,5377
True,True,False,5378
False,True,True,5379
False,False,True,5380
True,False,False,5381
False,False,True,5382
True,False,True,5383
False,True,True,5384
True,False,True,5385
False,True,False,5386
True,True,False,5387
True,True,True,5388
True,True,False,5389
True,False,True,5390
True,False,True,5391
True,True,True,5392
False,True,False,5393
False,False,False,5394
True,True,True,5395
True,True,True,5396
False,True,False,5397
True,True,False,5398
False,False,False,5399
False,True,True,5400
True,True,True,5401
True,False,False,5402
True,True,True,5403
False,False,False,5404
True,False,False,5405
False,True,False,5406
False,True,True,5407
False,True,True,5408
True,False,True,5409
False,True,False,5410
False,True,False,5411
True,True,True,5412
False,False,True,5413
False,False,False,5414
True,False,True,5415
True,True,True,5416
True,True,False,5417
True,True,True,5418
True,False,True,5419
False,False,True,5420
True,False,True,5421
True,True,False,5422
False,False,True,5423
True,False,False,5424
True,True,False,5425
False,False,False,5426
False,True,False,5427
True,False,True,5428
False,False,False,5429
True,False,True,5430
True,False,False,5431
True,True,True,5432
True,False,False,5433
True,True,False,5434
True,True,True,5435
False,False,False,5436
False,False,False,5437
False,False,True,5438
True,False,True,5439
False,True,False,5440
False,False,False,5441
True,True,False,5442
True,False,False,5443
True,True,True,5444
True,False,True,5445
True,True,False,5446
True,True,True,5447
True,True,False,5448
False,True,False,5449
False,False,True,5450
False,True,True,5451
False,False,False,5452
False,True,False,5453
True,True,False,5454
False,True,True,5455
True,True,True,5456
False,True,False,5457
False,False,False,5458
True,True,False,5459
True,True,True,5460
False,True,True,5461
True,True,False,5462
True,False,False,5463
False,False,False,5464
False,True,False,5465
True,True,True,5466
True,True,True,5467
False,False,False,5468
True,False,False,5469
False,True,False,5470
False,True,True,5471
True,True,False,5472
True,False,False,5473
True,True,False,5474
True,True,False,5475
False,False,False,5476
True,False,True,5477
True,False,False,5478
True,True,False,5479
False,False,True,5480
True,True,False,5481
False,True,True,5482
False,True,False,5483
False,False,True,5484
False,True,False,5485
False,True,False,5486
True,True,False,5487
True,False,False,5488
True,False,True,5489
False,False,True,5490
False,True,True,5491
True,False,True,5492
False,False,True,5493
False,False,True,5494
True,False,False,5495
False,True,True,5496
False,False,False,5497
False,True,False,5498
True,True,False,5499
False,False,False,5500
False,False,False,5501
False,False,True,5502
False,False,False,5503
False,False,False,5504
True,True,False,5505
True,True,False,5506
True,False,True,5507
True,False,False,5508
False,False,True,5509
True,False,False,5510
True,True,True,5511
False,True,False,5512
False,False,True,5513
False,True,True,5514
True,False,True,5515
False,True,False,5516
False,True,False,5517
False,True,False,5518
False,False,True,5519
False,False,False,5520
False,True,False,5521
True,True,False,5522
True,False,True,5523
False,True,True,5524
True,True,True,5525
False,False,True,5526
True,False,True,5527
False,False,True,5528
True,False,True,5529
True,True,False,5530
False,True,False,5531
True,True,False,5532
True,False,False,5533
True,False,False,5534
False,False,True,5535
True,False,False,5536
True,False,False,5537
False,True,True,5538
True,False,False,5539
False,True,True,5540
False,False,True,5541
False,True,False,5542
False,True,False,5543
False,False,False,5544
True,False,True,5545
False,True,True,5546
False,False,False,5547
False,False,True,5548
False,True,False,5549
True,False,True,5550
True,True,True,5551
True,False,True,5552
True,False,True,5553
True,True,False,5554
True,False,True,5555
False,True,False,5556
True,True,False,5557
False,True,False,5558
False,True,False,5559
False,False,True,5560
False,False,True,5561
True,False,True,5562
False,True,True,5563
False,False,True,5564
True,True,True,5565
False,False,False,5566
True,False,True,5567
False,False,False,5568
False,True,True,5569
False,True,False,5570
False,True,False,5571
False,True,False,5572
True,False,False,5573
True,False,False,5574
False,False,False,5575
False,True,True,5576
False,False,True,5577
False,True,False,5578
True,False,True,5579
False,False,False,5580
True,True,True,5581
True,False,False,5582
True,True,True,5583
False,False,True,5584
True,False,True,5585
False,False,False,5586
False,False,True,5587
False,True,True,5588
False,False,True,5589
False,False,True,5590
False,True,True,5591
False,True,False,5592
True,True,False,5593
True,False,True,5594
False,False,True,5595
False,True,False,5596
False,False,True,5597
True,False,False,5598
False,True,True,5599
False,False,False,5600
True,True,True,5601
True,False,True,5602
False,True,True,5603
False,False,True,5604
True,False,True,5605
True,True,False,5606
False,True,True,5607
True,False,True,5608
True,False,True,5609
False,True,True,5610
False,False,True,5611
True,True,False,5612
True,False,False,5613
False,True,True,5614
True,True,True,5615
False,True,False,5616
False,False,False,5617
True,True,True,5618
True,True,True,5619
False,False,True,5620
False,False,True,5621
True,False,False,5622
True,False,False,5623
True,False,True,5624
False,False,False,5625
True,True,False,5626
False,True,False,5627
True,False,True,5628
False,False,False,5629
False,False,False,5630
True,True,True,5631
False,False,True,5632
True,False,True,5633
False,False,False,5634
False,True,False,5635
True,True,True,5636
False,True,True,5637
False,False,False,5638
True,False,False,5639
True,True,False,5640
True,True,True,5641
True,True,False,5642
True,False,True,5643
True,False,False,5644
False,False,False,5645
True,False,True,5646
False,True,True,5647
True,False,False,5648
True,False,False,5649
True,False,False,5650
True,True,True,5651
False,True,True,5652
False,False,False,5653
True,True,False,5654
False,True,False,5655
True,True,False,5656
True,True,False,5657
False,True,False,5658
True,False,True,5659
True,True,False,5660
False,True,True,5661
False,True,True,5662
True,True,True,5663
False,True,True,5664
False,False,True,5665
True,True,True,5666
True,True,False,5667
True,False,False,5668
False,True,True,5669
False,False,True,5670
True,False,True,5671
True,True,True,5672
True,True,True,5673
False,False,True,5674
False,True,False,5675
True,False,False,5676
False,False,False,5677
True,False,False,5678
False,True,False,5679
True,True,True,5680
True,False,True,5681
False,True,False,5682
True,True,False,5683
False,False,False,5684
True,False,True,5685
False,True,False,5686
False,False,False,5687
False,True,False,5688
False,True,False,5689
True,False,True,5690
True,False,True,5691
False,False,True,5692
True,True,True,5693
True,False,True,5694
True,True,False,5695
False,True,True,5696
True,False,False,5697
True,False,True,5698
True,False,True,5699
True,False,True,5700
True,True,False,5701
False,False,False,5702
False,True,False,5703
True,True,False,5704
False,False,True,5705
True,True,True,5706
False,True,True,5707
False,True,True,5708
True,False,False,5709
True,False,False,5710
True,True,False,5711
True,True,True,5712
True,True,False,5713
False,True,True,5714
False,True,False,5715
False,True,True,5716
False,False,False,5717
False,False,False,5718
False,False,True,5719
False,False,False,5720
True,True,True,5721
True,False,True,5722
False,True,True,5723
False,False,False,5724
False,True,True,5725
True,False,False,5726
False,True,True,5727
False,False,True,5728
True,True,True,5729
False,True,True,5730
False,False,True,5731
False,True,True,5732
False,False,False,5733
True,False,False,5734
False,False,True,5735
False,True,False,5736
False,False,True,5737
True,True,True,5738
True,True,True,5739
False,True,False,5740
False,True,True,5741
False,True,False,5742
True,False,True,5743
False,False,True,5744
True,True,True,5745
False,False,False,5746
True,False,True,5747
False,False,False,5748
True,False,False,5749
True,True,True,5750
False,True,True,5751
True,True,True,5752
False,False,True,5753
True,False,False,5754
True,True,True,5755
False,True,True,5756
False,False,False,5757
True,False,False,5758
True,True,False,5759
False,True,False,5760
True,False,False,5761
False,True,False,5762
False,False,False,5763
False,False,False,5764
False,True,False,5765
True,False,False,5766
False,True,True,5767
False,True,False,5768
False,True,False,5769
True,True,True,5770
False,True,False,5771
True,False,False,5772
False,True,True,5773
True,True,False,5774
False,False,False,5775
True,True,True,5776
True,True,True,5777
True,True,True,5778
False,False,True,5779
True,True,True,5780
True,False,False,5781
False,False,False,5782
True,False,True,5783
False,True,True,5784
True,True,True,5785
True,False,False,5786
False,True,True,5787
True,False,True,5788
True,True,False,5789
False,True,False,5790
False,False,True,5791
False,True,False,5792
True,True,True,5793
False,True,False,5794
True,False,True,5795
True,True,True,5796
True,False,True,5797
True,True,True,5798
False,True,False,5799
True,False,False,5800
True,True,False,5801
True,False,True,5802
True,False,False,5803
True,False,True,5804
True,False,True,5805
True,False,True,5806
False,True,True,5807
True,False,False,5808
False,False,True,5809
True,False,False,5810
False,True,True,5811
True,True,False,5812
True,False,False,5813
False,True,False,5814
True,True,True,5815
False,False,False,5816
False,True,False,5817
False,False,False,5818
True,False,False,5819
True,True,True,5820
False,False,True,5821
True,True,False,5822
True,False,False,5823
False,False,False,5824
True,True,False,5825
True,False,False,5826
False,True,True,5827
True,False,False,5828
False,True,False,5829
False,False,True,5830
False,False,True,5831
False,True,False,5832
True,False,True,5833
True,True,False,5834
True,False,True,5835
False,True,False,5836
True,True,True,5837
True,True,False,5838
False,False,True,5839
False,True,True,5840
False,False,True,5841
False,True,True,5842
True,False,True,5843
True,False,False,5844
True,False,True,5845
True,True,False,5846
True,False,False,5847
False,False,True,5848
False,True,False,5849
False,True,True,5850
True,False,True,5851
False,True,False,5852
True,True,True,5853
True,False,True,5854
False,False,False,5855
True,True,False,5856
False,True,False,5857
True,False,False,5858
True,False,True,5859
False,False,False,5860
True,False,False,5861
False,False,False,5862
False,True,False,5863
True,True,False,5864
True,True,False,5865
False,False,False,5866
False,True,True,5867
False,False,False,5868
True,True,False,5869
True,False,False,5870
True,True,False,5871
False,True,False,5872
True,True,False,5873
False,True,False,5874
True,False,False,5875
True,False,False,5876
True,False,True,5877
False,False,True,5878
True,False,True,5879
False,False,False,5880
True,True,False,5881
True,False,False,5882
True,False,False,5883
True,False,True,5884
True,True,False,5885
False,True,False,5886
True,True,False,5887
False,True,True,5888
True,False,False,5889
True,False,False,5890
True,False,False,5891
True,True,False,5892
True,True,True,5893
True,True,True,5894
True,False,False,5895
False,False,True,5896
True,True,True,5897
True,False,True,5898
False,True,False,5899
True,True,True,5900
False,True,True,5901
False,True,False,5902
False,True,True,5903
False,False,False,5904
False,False,True,5905
False,True,False,5906
True,False,False,5907
False,True,False,5908
True,False,False,5909
True,True,False,5910
True,False,False,5911
False,False,False,5912
False,False,True,5913
True,True,False,5914
True,False,False,5915
True,False,False,5916
False,True,False,5917
False,False,True,5918
True,True,False,5919
False,True,True,5920
True,True,False,5921
True,True,True,5922
False,True,False,5923
True,True,True,5924
False,False,True,5925
False,False,True,5926
True,False,True,5927
True,False,True,5928
False,False,True,5929
False,False,True,5930
True,True,True,5931
False,False,True,5932
True,True,False,5933
False,True,True,5934
True,False,True,5935
False,False,False,5936
True,False,True,5937
True,True,False,5938
True,True,True,5939
False,True,False,5940
True,False,False,5941
False,True,True,5942
False,True,False,5943
False,False,False,5944
False,False,True,5945
False,True,True,5946
True,True,False,5947
True,True,True,5948
False,True,False,5949
False,False,False,5950
True,False,False,5951
True,False,True,5952
False,True,False,5953
False,False,False,5954
False,True,False,5955
True,True,True,5956
False,True,True,5957
True,False,True,5958
False,False,False,5959
False,False,True,5960
True,False,True,5961
False,False,False,5962
False,True,False,5963
True,True,False,5964
False,False,True,5965
True,True,False,5966
True,False,True,5967
False,False,False,5968
False,True,True,5969
True,True,True,5970
False,False,False,5971
True,False,True,5972
True,True,True,5973
False,True,False,5974
True,True,False,5975
True,False,True,5976
False,True,False,5977
False,True,True,5978
True,False,False,5979
False,True,True,5980
True,False,True,5981
False,False,True,5982
True,False,True,5983
False,True,False,5984
False,False,False,5985
True,False,False,5986
True,False,True,5987
False,False,False,5988
True,True,False,5989
False,False,True,5990
True,True,False,5991
False,False,True,5992
True,False,False,5993
False,False,False,5994
False,True,True,5995
False,False,False,5996
True,False,False,5997
False,False,False,5998
True,True,False,5999
False,False,True,6000
False,False,False,6001
False,True,True,6002
False,False,True,6003
True,True,False,6004
False,True,False,6005
True,True,True,6006
False,True,False,6007
True,True,False,6008
False,False,False,6009
True,False,False,6010
False,True,True,6011
False,False,False,6012
True,False,False,6013
False,False,False,6014
False,False,False,6015
False,True,False,6016
False,False,False,6017
False,True,False,6018
False,True,True,6019
True,True,False,6020
False,True,True,6021
True,False,True,6022
False,True,True,6023
True,True,True,6024
False,True,True,6025
True,True,True,6026
True,True,False,6027
False,False,False,6028
False,False,False,6029
True,False,True,6030
True,False,True,6031
True,False,True,6032
False,True,False,6033
False,False,True,6034
True,True,False,6035
True,True,True,6036
True,False,False,6037
True,True,False,6038
True,False,False,6039
True,False,True,6040
False,False,False,6041
False,True,False,6042
True,True,True,6043
True,True,True,6044
True,False,False,6045
False,False,True,6046
False,False,False,6047
False,False,True,6048
True,False,True,6049
False,True,False,6050
True,False,False,6051
False,False,True,6052
True,True,True,6053
False,False,False,6054
False,False,True,6055
False,False,False,6056
True,True,True,6057
True,False,True,6058
True,False,True,6059
False,True,True,6060
False,False,False,6061
True,False,True,6062
True,True,False,6063
False,False,False,6064
True,False,False,6065
False,False,False,6066
True,False,False,6067
True,True,False,6068
False,True,True,6069
False,True,False,6070
True,True,False,6071
True,False,True,6072
False,True,False,6073
True,False,False,6074
False,True,False,6075
True,False,True,6076
True,True,False,6077
True,True,False,6078
True,False,False,6079
False,False,False,6080
True,False,False,6081
False,True,False,6082
False,False,True,6083
False,True,True,6084
True,False,True,6085
False,False,True,6086
True,False,False,6087
True,False,True,6088
False,True,False,6089
True,False,False,6090
False,True,False,6091
False,True,False,6092
True,False,True,6093
True,True,True,6094
True,True,True,6095
True,False,False,6096
False,True,True,6097
False,False,True,6098
False,False,False,6099
True,True,False,6100
False,False,True,6101
False,True,True,6102
True,False,True,6103
False,False,True,6104
True,False,False,6105
True,False,False,6106
True,False,False,6107
True,False,False,6108
True,False,True,6109
True,False,False,6110
False,True,True,6111
False,False,True,6112
False,False,False,6113
False,True,False,6114
False,True,False,6115
True,True,True,6116
False,False,False,6117
True,False,True,6118
False,True,False,6119
False,True,True,6120
True,True,False,6121
False,False,True,6122
True,False,True,6123
True,True,False,6124
False,True,False,6125
False,False,False,6126
False,True,True,6127
True,True,True,6128
False,True,True,6129
False,True,False,6130
False,False,True,6131
True,False,True,6132
True,True,False,6133
False,False,False,6134
True,False,False,6135
False,False,False,6136
True,True,False,6137
True,False,False,6138
True,False,True,6139
False,False,True,6140
True,True,True,6141
False,True,False,6142
True,True,True,6143
False,False,True,6144
False,True,True,6145
False,False,False,6146
True,True,False,6147
True,True,False,6148
