subtask_id,subtask_description,subtask_status,fk_task_id
3813,Зафиксировать результаты тестирования сервиса.,True,1876
3814,Оценить техническую сложность обращения.,True,1876
3815,Подтвердить активацию тарифа по email.,True,1876
3816,Назначить ответственное лицо за выполнение задачи.,True,1877
3817,Зарегистрировать новое обращение в трекере.,False,1878
3818,Подтвердить активацию тарифа по email.,True,1879
3819,Выполнить тестовую регистрацию домена.,True,1879
3820,Добавить примечание в CRM о ходе обращения.,True,1880
3821,Назначить ответственное лицо за выполнение задачи.,False,1880
3822,Создать черновик инструкции на основе обращения.,True,1881
3823,Зарегистрировать новое обращение в трекере.,False,1882
3824,Проверить доступ клиента к панели управления.,True,1885
3825,Оценить техническую сложность обращения.,False,1885
3826,Проверить шаблон ответа перед отправкой клиенту.,True,1886
3827,Подтвердить активацию тарифа по email.,True,1886
3828,Добавить примечание в CRM о ходе обращения.,True,1886
3829,Связаться с клиентом для подтверждения решения.,False,1887
3830,Уточнить информацию у коллег из техподдержки.,True,1887
3831,Завести карточку клиента в сторонней учётной системе.,True,1888
3832,Создать черновик инструкции на основе обращения.,False,1889
3833,Уточнить сроки выполнения у технического отдела.,False,1890
3834,Отметить прогресс в CRM.,True,1890
3835,Проверить доступ клиента к панели управления.,False,1891
3836,Оценить техническую сложность обращения.,True,1891
3837,Обновить статус подзадачи в системе.,False,1892
3838,Добавить примечание в CRM о ходе обращения.,False,1893
3839,Связаться с клиентом для подтверждения решения.,True,1893
3840,Добавить примечание в CRM о ходе обращения.,False,1894
3841,Зарегистрировать новое обращение в трекере.,False,1894
3842,Выполнить тестовую регистрацию домена.,True,1894
3843,Добавить напоминание о повторной связи.,True,1895
3844,Уточнить информацию у коллег из техподдержки.,False,1895
3845,Создать черновик инструкции на основе обращения.,True,1895
3846,Проверить доступ клиента к панели управления.,False,1895
3847,Зарегистрировать новое обращение в трекере.,False,1896
3848,Обновить статус подзадачи в системе.,True,1896
3849,Выполнить тестовую регистрацию домена.,True,1896
3850,Уточнить сроки выполнения у технического отдела.,False,1896
3851,Уточнить информацию у коллег из техподдержки.,True,1899
3852,Назначить ответственное лицо за выполнение задачи.,True,1899
3853,Проверить наличие активной учётной записи клиента в базе.,True,1899
3854,Проверить почтовый SPF-запись клиента.,False,1899
3855,Добавить напоминание о повторной связи.,True,1900
3856,Уточнить сроки выполнения у технического отдела.,False,1900
3857,Создать черновик инструкции на основе обращения.,False,1901
3858,Уточнить информацию у коллег из техподдержки.,False,1903
3859,Выполнить тестовую регистрацию домена.,False,1904
3860,Сверить данные клиента с оформленным заказом.,True,1905
3861,Зафиксировать результаты тестирования сервиса.,False,1905
3862,Выполнить тестовую регистрацию домена.,False,1905
3863,Уточнить сроки выполнения у технического отдела.,False,1905
3864,Перепроверить логи на наличие ошибок входа клиента.,False,1906
3865,Отправить уведомление о продлении хостинга.,True,1907
3866,Выполнить тестовую регистрацию домена.,False,1907
3867,Проверить доступ клиента к панели управления.,True,1907
3868,Добавить напоминание о повторной связи.,True,1907
3869,Отметить прогресс в CRM.,True,1908
3870,Проверить почтовый SPF-запись клиента.,False,1908
3871,Добавить напоминание о повторной связи.,False,1908
3872,Приложить скриншоты к заявке клиента.,False,1908
3873,Добавить напоминание о повторной связи.,False,1909
3874,Добавить примечание в CRM о ходе обращения.,False,1909
3875,Связаться с клиентом для подтверждения решения.,False,1910
3876,Завести карточку клиента в сторонней учётной системе.,False,1910
3877,Уточнить сроки выполнения у технического отдела.,False,1910
3878,Перепроверить логи на наличие ошибок входа клиента.,False,1910
3879,Выполнить тестовую регистрацию домена.,True,1913
3880,Сверить данные клиента с оформленным заказом.,True,1913
3881,Обновить статус подзадачи в системе.,True,1913
3882,Уточнить сроки выполнения у технического отдела.,True,1914
3883,Проверить шаблон ответа перед отправкой клиенту.,False,1914
3884,Оценить техническую сложность обращения.,True,1914
3885,Назначить ответственное лицо за выполнение задачи.,True,1914
3886,Проверить шаблон ответа перед отправкой клиенту.,False,1915
3887,Уточнить детали обращения через внутренний чат.,False,1916
3888,Добавить примечание в CRM о ходе обращения.,False,1917
3889,Сверить данные клиента с оформленным заказом.,True,1918
3890,Проверить наличие активной учётной записи клиента в базе.,True,1919
3891,Назначить ответственное лицо за выполнение задачи.,True,1919
3892,Проверить почтовый SPF-запись клиента.,True,1921
3893,Зарегистрировать новое обращение в трекере.,False,1921
3894,Создать черновик инструкции на основе обращения.,True,1921
3895,Отметить прогресс в CRM.,True,1921
3896,Приложить скриншоты к заявке клиента.,False,1922
3897,Назначить ответственное лицо за выполнение задачи.,False,1923
3898,Подтвердить активацию тарифа по email.,True,1924
3899,Обновить статус подзадачи в системе.,False,1924
3900,Зафиксировать результаты тестирования сервиса.,True,1924
3901,Создать черновик инструкции на основе обращения.,True,1925
3902,Отправить уведомление о продлении хостинга.,True,1927
3903,Добавить напоминание о повторной связи.,False,1927
3904,Отметить прогресс в CRM.,False,1928
3905,Проверить наличие активной учётной записи клиента в базе.,True,1928
3906,Обновить статус подзадачи в системе.,False,1928
3907,Уточнить информацию у коллег из техподдержки.,False,1928
3908,Завести карточку клиента в сторонней учётной системе.,True,1929
3909,Назначить ответственное лицо за выполнение задачи.,True,1929
3910,Проверить успешность привязки домена.,True,1930
3911,Назначить ответственное лицо за выполнение задачи.,False,1930
3912,Завести карточку клиента в сторонней учётной системе.,True,1933
3913,Подтвердить активацию тарифа по email.,False,1933
3914,Приложить скриншоты к заявке клиента.,False,1934
3915,Проверить доступ клиента к панели управления.,True,1934
3916,Создать черновик инструкции на основе обращения.,True,1934
3917,Обновить статус подзадачи в системе.,True,1934
3918,Выполнить тестовую регистрацию домена.,False,1935
3919,Приложить скриншоты к заявке клиента.,False,1935
3920,Перепроверить логи на наличие ошибок входа клиента.,False,1935
3921,Отправить уведомление о продлении хостинга.,False,1935
3922,Отметить прогресс в CRM.,True,1937
3923,Приложить скриншоты к заявке клиента.,True,1937
3924,Связаться с клиентом для подтверждения решения.,True,1939
3925,Добавить напоминание о повторной связи.,True,1941
3926,Связаться с клиентом для подтверждения решения.,True,1941
3927,Уточнить информацию у коллег из техподдержки.,False,1941
3928,Уточнить информацию у коллег из техподдержки.,True,1943
3929,Завести карточку клиента в сторонней учётной системе.,True,1943
3930,Сверить данные клиента с оформленным заказом.,False,1943
3931,Добавить напоминание о повторной связи.,True,1943
3932,Сверить данные клиента с оформленным заказом.,True,1945
3933,Уточнить детали обращения через внутренний чат.,False,1946
3934,Зарегистрировать новое обращение в трекере.,False,1946
3935,Выполнить тестовую регистрацию домена.,False,1947
3936,Подтвердить активацию тарифа по email.,False,1947
3937,Проверить успешность привязки домена.,True,1947
3938,Сверить данные клиента с оформленным заказом.,False,1947
3939,Перепроверить логи на наличие ошибок входа клиента.,True,1948
3940,Связаться с клиентом для подтверждения решения.,True,1948
3941,Создать черновик инструкции на основе обращения.,True,1948
3942,Обновить статус подзадачи в системе.,False,1948
3943,Завести карточку клиента в сторонней учётной системе.,False,1949
3944,Добавить напоминание о повторной связи.,True,1949
3945,Отметить прогресс в CRM.,False,1950
3946,Перепроверить логи на наличие ошибок входа клиента.,True,1950
3947,Проверить шаблон ответа перед отправкой клиенту.,False,1950
3948,Проверить успешность привязки домена.,True,1950
3949,Обновить статус подзадачи в системе.,True,1951
3950,Завести карточку клиента в сторонней учётной системе.,True,1951
3951,Проверить шаблон ответа перед отправкой клиенту.,False,1951
3952,Проверить доступ клиента к панели управления.,True,1951
3953,Оценить техническую сложность обращения.,True,1952
3954,Уточнить детали обращения через внутренний чат.,False,1952
3955,Выполнить тестовую регистрацию домена.,False,1952
3956,Выполнить тестовую регистрацию домена.,False,1953
3957,Оценить техническую сложность обращения.,True,1955
3958,Отметить прогресс в CRM.,False,1955
3959,Выполнить тестовую регистрацию домена.,True,1956
3960,Сверить данные клиента с оформленным заказом.,False,1956
3961,Проверить шаблон ответа перед отправкой клиенту.,False,1956
3962,Проверить наличие активной учётной записи клиента в базе.,True,1957
3963,Подтвердить активацию тарифа по email.,False,1958
3964,Уточнить сроки выполнения у технического отдела.,True,1958
3965,Зафиксировать результаты тестирования сервиса.,False,1960
3966,Зарегистрировать новое обращение в трекере.,False,1960
3967,Завести карточку клиента в сторонней учётной системе.,False,1961
3968,Приложить скриншоты к заявке клиента.,False,1962
3969,Проверить почтовый SPF-запись клиента.,False,1962
3970,Создать черновик инструкции на основе обращения.,True,1963
3971,Добавить примечание в CRM о ходе обращения.,False,1963
3972,Обновить статус подзадачи в системе.,False,1963
3973,Приложить скриншоты к заявке клиента.,False,1963
3974,Приложить скриншоты к заявке клиента.,True,1964
3975,Проверить доступ клиента к панели управления.,True,1964
3976,Перепроверить логи на наличие ошибок входа клиента.,False,1964
3977,Отметить прогресс в CRM.,True,1964
3978,Создать черновик инструкции на основе обращения.,False,1965
3979,Проверить почтовый SPF-запись клиента.,True,1965
3980,Зафиксировать результаты тестирования сервиса.,True,1965
3981,Завести карточку клиента в сторонней учётной системе.,False,1966
3982,Уточнить информацию у коллег из техподдержки.,False,1966
3983,Проверить наличие активной учётной записи клиента в базе.,False,1967
3984,Уточнить сроки выполнения у технического отдела.,False,1967
3985,Связаться с клиентом для подтверждения решения.,True,1967
3986,Добавить напоминание о повторной связи.,False,1967
3987,Проверить почтовый SPF-запись клиента.,True,1968
3988,Перепроверить логи на наличие ошибок входа клиента.,False,1968
3989,Создать черновик инструкции на основе обращения.,True,1968
3990,Завести карточку клиента в сторонней учётной системе.,True,1969
3991,Связаться с клиентом для подтверждения решения.,False,1969
3992,Уточнить детали обращения через внутренний чат.,True,1969
3993,Добавить напоминание о повторной связи.,True,1971
3994,Создать черновик инструкции на основе обращения.,False,1971
3995,Уточнить сроки выполнения у технического отдела.,True,1971
3996,Приложить скриншоты к заявке клиента.,False,1971
3997,Перепроверить логи на наличие ошибок входа клиента.,False,1972
3998,Обновить статус подзадачи в системе.,True,1972
3999,Оценить техническую сложность обращения.,False,1972
4000,Добавить напоминание о повторной связи.,False,1972
4001,Отметить прогресс в CRM.,False,1974
4002,Проверить успешность привязки домена.,False,1974
4003,Оценить техническую сложность обращения.,False,1974
4004,Связаться с клиентом для подтверждения решения.,False,1974
4005,Завести карточку клиента в сторонней учётной системе.,True,1976
4006,Связаться с клиентом для подтверждения решения.,False,1976
4007,Уточнить сроки выполнения у технического отдела.,True,1977
4008,Уточнить информацию у коллег из техподдержки.,True,1977
4009,Зафиксировать результаты тестирования сервиса.,True,1977
4010,Проверить почтовый SPF-запись клиента.,True,1977
4011,Зарегистрировать новое обращение в трекере.,True,1978
4012,Выполнить тестовую регистрацию домена.,True,1978
4013,Проверить шаблон ответа перед отправкой клиенту.,True,1978
4014,Отметить прогресс в CRM.,True,1978
4015,Зарегистрировать новое обращение в трекере.,True,1979
4016,Создать черновик инструкции на основе обращения.,True,1979
4017,Уточнить сроки выполнения у технического отдела.,False,1980
4018,Выполнить тестовую регистрацию домена.,False,1980
4019,Сверить данные клиента с оформленным заказом.,False,1982
4020,Уточнить детали обращения через внутренний чат.,True,1983
4021,Создать черновик инструкции на основе обращения.,True,1984
4022,Связаться с клиентом для подтверждения решения.,True,1984
4023,Добавить примечание в CRM о ходе обращения.,True,1985
4024,Подтвердить активацию тарифа по email.,True,1985
4025,Уточнить детали обращения через внутренний чат.,False,1986
4026,Подтвердить активацию тарифа по email.,False,1986
4027,Зарегистрировать новое обращение в трекере.,False,1986
4028,Сверить данные клиента с оформленным заказом.,True,1987
4029,Проверить доступ клиента к панели управления.,False,1987
4030,Назначить ответственное лицо за выполнение задачи.,True,1987
4031,Добавить примечание в CRM о ходе обращения.,False,1987
4032,Завести карточку клиента в сторонней учётной системе.,False,1989
4033,Проверить наличие активной учётной записи клиента в базе.,False,1989
4034,Приложить скриншоты к заявке клиента.,False,1989
4035,Подтвердить активацию тарифа по email.,False,1989
4036,Обновить статус подзадачи в системе.,True,1990
4037,Создать черновик инструкции на основе обращения.,True,1990
4038,Связаться с клиентом для подтверждения решения.,True,1990
4039,Завести карточку клиента в сторонней учётной системе.,False,1990
4040,Выполнить тестовую регистрацию домена.,False,1991
4041,Отметить прогресс в CRM.,False,1991
4042,Добавить напоминание о повторной связи.,True,1991
4043,Добавить напоминание о повторной связи.,True,1992
4044,Обновить статус подзадачи в системе.,False,1992
4045,Проверить успешность привязки домена.,True,1992
4046,Уточнить сроки выполнения у технического отдела.,False,1993
4047,Сверить данные клиента с оформленным заказом.,False,1994
4048,Обновить статус подзадачи в системе.,True,1994
4049,Проверить почтовый SPF-запись клиента.,False,1995
4050,Отправить уведомление о продлении хостинга.,False,1996
4051,Сверить данные клиента с оформленным заказом.,False,1997
4052,Отметить прогресс в CRM.,False,1997
4053,Отметить прогресс в CRM.,True,1999
4054,Зафиксировать результаты тестирования сервиса.,True,1999
4055,Оценить техническую сложность обращения.,True,1999
4056,Проверить шаблон ответа перед отправкой клиенту.,True,2000
4057,Приложить скриншоты к заявке клиента.,True,2000
4058,Подтвердить активацию тарифа по email.,True,2000
4059,Оценить техническую сложность обращения.,True,2001
4060,Уточнить сроки выполнения у технического отдела.,True,2001
4061,Зафиксировать результаты тестирования сервиса.,True,2001
4062,Проверить почтовый SPF-запись клиента.,True,2002
4063,Зарегистрировать новое обращение в трекере.,False,2003
4064,Уточнить информацию у коллег из техподдержки.,True,2003
4065,Создать черновик инструкции на основе обращения.,True,2003
4066,Проверить почтовый SPF-запись клиента.,False,2005
4067,Назначить ответственное лицо за выполнение задачи.,True,2007
4068,Проверить почтовый SPF-запись клиента.,False,2007
4069,Зарегистрировать новое обращение в трекере.,False,2007
4070,Сверить данные клиента с оформленным заказом.,True,2008
4071,Зафиксировать результаты тестирования сервиса.,True,2008
4072,Обновить статус подзадачи в системе.,False,2009
4073,Приложить скриншоты к заявке клиента.,False,2009
4074,Проверить доступ клиента к панели управления.,True,2010
4075,Проверить шаблон ответа перед отправкой клиенту.,True,2010
4076,Зафиксировать результаты тестирования сервиса.,True,2010
4077,Отметить прогресс в CRM.,False,2010
4078,Уточнить детали обращения через внутренний чат.,False,2011
4079,Уточнить сроки выполнения у технического отдела.,True,2013
4080,Сверить данные клиента с оформленным заказом.,True,2013
4081,Создать черновик инструкции на основе обращения.,False,2013
4082,Зарегистрировать новое обращение в трекере.,False,2014
4083,Перепроверить логи на наличие ошибок входа клиента.,False,2014
4084,Назначить ответственное лицо за выполнение задачи.,False,2014
4085,Проверить почтовый SPF-запись клиента.,True,2014
4086,Завести карточку клиента в сторонней учётной системе.,False,2016
4087,Проверить доступ клиента к панели управления.,True,2017
4088,Проверить шаблон ответа перед отправкой клиенту.,True,2017
4089,Выполнить тестовую регистрацию домена.,False,2017
4090,Связаться с клиентом для подтверждения решения.,False,2018
4091,Проверить доступ клиента к панели управления.,False,2019
4092,Уточнить информацию у коллег из техподдержки.,True,2019
4093,Зарегистрировать новое обращение в трекере.,True,2019
4094,Приложить скриншоты к заявке клиента.,True,2019
4095,Проверить почтовый SPF-запись клиента.,False,2020
4096,Сверить данные клиента с оформленным заказом.,True,2020
4097,Завести карточку клиента в сторонней учётной системе.,True,2020
4098,Проверить успешность привязки домена.,False,2020
4099,Уточнить детали обращения через внутренний чат.,True,2021
4100,Приложить скриншоты к заявке клиента.,False,2021
4101,Проверить наличие активной учётной записи клиента в базе.,False,2021
4102,Подтвердить активацию тарифа по email.,False,2021
4103,Зафиксировать результаты тестирования сервиса.,True,2022
4104,Уточнить сроки выполнения у технического отдела.,True,2022
4105,Проверить доступ клиента к панели управления.,False,2022
4106,Добавить примечание в CRM о ходе обращения.,True,2022
4107,Создать черновик инструкции на основе обращения.,True,2024
4108,Подтвердить активацию тарифа по email.,False,2024
4109,Добавить примечание в CRM о ходе обращения.,False,2024
4110,Проверить шаблон ответа перед отправкой клиенту.,True,2024
4111,Связаться с клиентом для подтверждения решения.,False,2025
4112,Уточнить информацию у коллег из техподдержки.,True,2025
4113,Проверить доступ клиента к панели управления.,True,2025
4114,Назначить ответственное лицо за выполнение задачи.,False,2026
4115,Связаться с клиентом для подтверждения решения.,False,2026
4116,Приложить скриншоты к заявке клиента.,False,2026
4117,Подтвердить активацию тарифа по email.,True,2026
4118,Отправить уведомление о продлении хостинга.,True,2027
4119,Уточнить детали обращения через внутренний чат.,True,2027
4120,Уточнить детали обращения через внутренний чат.,True,2028
4121,Приложить скриншоты к заявке клиента.,False,2028
4122,Назначить ответственное лицо за выполнение задачи.,False,2028
4123,Добавить примечание в CRM о ходе обращения.,True,2028
4124,Приложить скриншоты к заявке клиента.,False,2029
4125,Уточнить детали обращения через внутренний чат.,True,2029
4126,Назначить ответственное лицо за выполнение задачи.,True,2029
4127,Уточнить информацию у коллег из техподдержки.,True,2029
4128,Выполнить тестовую регистрацию домена.,True,2030
4129,Уточнить информацию у коллег из техподдержки.,False,2030
4130,Проверить почтовый SPF-запись клиента.,True,2030
4131,Перепроверить логи на наличие ошибок входа клиента.,True,2030
4132,Обновить статус подзадачи в системе.,True,2031
4133,Уточнить сроки выполнения у технического отдела.,True,2031
4134,Отметить прогресс в CRM.,False,2031
4135,Создать черновик инструкции на основе обращения.,True,2032
4136,Отметить прогресс в CRM.,True,2032
4137,Проверить наличие активной учётной записи клиента в базе.,True,2032
4138,Проверить шаблон ответа перед отправкой клиенту.,False,2032
4139,Добавить напоминание о повторной связи.,True,2033
4140,Уточнить сроки выполнения у технического отдела.,False,2033
4141,Проверить успешность привязки домена.,False,2033
4142,Завести карточку клиента в сторонней учётной системе.,False,2033
4143,Уточнить детали обращения через внутренний чат.,False,2034
4144,Связаться с клиентом для подтверждения решения.,True,2034
4145,Зафиксировать результаты тестирования сервиса.,False,2036
4146,Создать черновик инструкции на основе обращения.,False,2036
4147,Сверить данные клиента с оформленным заказом.,True,2036
4148,Сверить данные клиента с оформленным заказом.,True,2037
4149,Проверить успешность привязки домена.,False,2037
4150,Добавить примечание в CRM о ходе обращения.,True,2037
4151,Связаться с клиентом для подтверждения решения.,False,2040
4152,Приложить скриншоты к заявке клиента.,True,2040
4153,Подтвердить активацию тарифа по email.,False,2040
4154,Создать черновик инструкции на основе обращения.,True,2040
4155,Выполнить тестовую регистрацию домена.,False,2041
4156,Обновить статус подзадачи в системе.,False,2041
4157,Отправить уведомление о продлении хостинга.,True,2041
4158,Оценить техническую сложность обращения.,True,2042
4159,Проверить доступ клиента к панели управления.,False,2042
4160,Зарегистрировать новое обращение в трекере.,True,2042
4161,Отправить уведомление о продлении хостинга.,True,2043
4162,Проверить доступ клиента к панели управления.,True,2043
4163,Добавить примечание в CRM о ходе обращения.,False,2043
4164,Назначить ответственное лицо за выполнение задачи.,True,2043
4165,Проверить наличие активной учётной записи клиента в базе.,True,2044
4166,Проверить почтовый SPF-запись клиента.,False,2044
4167,Добавить примечание в CRM о ходе обращения.,False,2045
4168,Завести карточку клиента в сторонней учётной системе.,False,2046
4169,Зарегистрировать новое обращение в трекере.,True,2047
4170,Назначить ответственное лицо за выполнение задачи.,True,2047
4171,Проверить успешность привязки домена.,True,2047
4172,Проверить успешность привязки домена.,True,2048
4173,Отправить уведомление о продлении хостинга.,False,2048
4174,Выполнить тестовую регистрацию домена.,False,2048
4175,Уточнить детали обращения через внутренний чат.,False,2048
4176,Добавить напоминание о повторной связи.,True,2049
4177,Назначить ответственное лицо за выполнение задачи.,True,2050
4178,Зарегистрировать новое обращение в трекере.,False,2051
4179,Проверить наличие активной учётной записи клиента в базе.,True,2051
4180,Добавить примечание в CRM о ходе обращения.,False,2051
4181,Отметить прогресс в CRM.,False,2052
4182,Зарегистрировать новое обращение в трекере.,True,2052
4183,Добавить напоминание о повторной связи.,False,2053
4184,Обновить статус подзадачи в системе.,False,2053
4185,Уточнить информацию у коллег из техподдержки.,False,2054
4186,Приложить скриншоты к заявке клиента.,False,2054
4187,Назначить ответственное лицо за выполнение задачи.,True,2055
4188,Зафиксировать результаты тестирования сервиса.,False,2055
4189,Оценить техническую сложность обращения.,False,2056
4190,Проверить почтовый SPF-запись клиента.,True,2056
4191,Создать черновик инструкции на основе обращения.,False,2056
4192,Обновить статус подзадачи в системе.,True,2056
4193,Проверить наличие активной учётной записи клиента в базе.,True,2057
4194,Завести карточку клиента в сторонней учётной системе.,True,2057
4195,Сверить данные клиента с оформленным заказом.,False,2057
4196,Назначить ответственное лицо за выполнение задачи.,True,2057
4197,Проверить доступ клиента к панели управления.,False,2058
4198,Перепроверить логи на наличие ошибок входа клиента.,False,2058
4199,Зафиксировать результаты тестирования сервиса.,True,2058
4200,Сверить данные клиента с оформленным заказом.,True,2058
4201,Проверить успешность привязки домена.,False,2059
4202,Перепроверить логи на наличие ошибок входа клиента.,False,2059
4203,Назначить ответственное лицо за выполнение задачи.,False,2059
4204,Уточнить детали обращения через внутренний чат.,True,2059
4205,Проверить шаблон ответа перед отправкой клиенту.,True,2060
4206,Перепроверить логи на наличие ошибок входа клиента.,True,2060
4207,Создать черновик инструкции на основе обращения.,True,2060
4208,Отправить уведомление о продлении хостинга.,False,2061
4209,Сверить данные клиента с оформленным заказом.,False,2061
4210,Добавить напоминание о повторной связи.,False,2061
4211,Оценить техническую сложность обращения.,True,2061
4212,Создать черновик инструкции на основе обращения.,True,2062
4213,Отправить уведомление о продлении хостинга.,True,2062
4214,Сверить данные клиента с оформленным заказом.,True,2062
4215,Проверить доступ клиента к панели управления.,False,2063
4216,Отметить прогресс в CRM.,True,2063
4217,Назначить ответственное лицо за выполнение задачи.,False,2063
4218,Уточнить сроки выполнения у технического отдела.,True,2063
4219,Приложить скриншоты к заявке клиента.,False,2064
4220,Оценить техническую сложность обращения.,True,2064
4221,Проверить доступ клиента к панели управления.,True,2064
4222,Перепроверить логи на наличие ошибок входа клиента.,False,2064
4223,Проверить доступ клиента к панели управления.,False,2065
4224,Добавить примечание в CRM о ходе обращения.,False,2065
4225,Сверить данные клиента с оформленным заказом.,False,2065
4226,Уточнить детали обращения через внутренний чат.,False,2066
4227,Проверить успешность привязки домена.,True,2066
4228,Отправить уведомление о продлении хостинга.,False,2067
4229,Обновить статус подзадачи в системе.,True,2067
4230,Отметить прогресс в CRM.,True,2068
4231,Добавить напоминание о повторной связи.,False,2068
4232,Уточнить сроки выполнения у технического отдела.,False,2068
4233,Отметить прогресс в CRM.,False,2069
4234,Уточнить сроки выполнения у технического отдела.,False,2070
4235,Приложить скриншоты к заявке клиента.,True,2071
4236,Проверить шаблон ответа перед отправкой клиенту.,True,2071
4237,Отметить прогресс в CRM.,False,2071
4238,Проверить наличие активной учётной записи клиента в базе.,True,2071
4239,Отметить прогресс в CRM.,False,2074
4240,Проверить наличие активной учётной записи клиента в базе.,False,2075
4241,Зарегистрировать новое обращение в трекере.,True,2077
4242,Перепроверить логи на наличие ошибок входа клиента.,True,2077
4243,Добавить примечание в CRM о ходе обращения.,True,2077
4244,Отметить прогресс в CRM.,True,2077
4245,Проверить наличие активной учётной записи клиента в базе.,True,2078
4246,Проверить шаблон ответа перед отправкой клиенту.,True,2079
4247,Уточнить информацию у коллег из техподдержки.,True,2079
4248,Выполнить тестовую регистрацию домена.,False,2080
4249,Проверить доступ клиента к панели управления.,False,2080
4250,Добавить примечание в CRM о ходе обращения.,False,2080
4251,Проверить шаблон ответа перед отправкой клиенту.,True,2081
4252,Оценить техническую сложность обращения.,False,2081
4253,Выполнить тестовую регистрацию домена.,True,2081
4254,Проверить наличие активной учётной записи клиента в базе.,False,2081
4255,Проверить шаблон ответа перед отправкой клиенту.,False,2082
4256,Уточнить информацию у коллег из техподдержки.,False,2082
4257,Связаться с клиентом для подтверждения решения.,False,2082
4258,Обновить статус подзадачи в системе.,False,2083
4259,Проверить успешность привязки домена.,False,2084
4260,Уточнить информацию у коллег из техподдержки.,True,2084
4261,Отметить прогресс в CRM.,True,2084
4262,Уточнить детали обращения через внутренний чат.,True,2084
4263,Проверить успешность привязки домена.,False,2085
4264,Добавить напоминание о повторной связи.,True,2085
4265,Добавить примечание в CRM о ходе обращения.,False,2085
4266,Оценить техническую сложность обращения.,False,2087
4267,Оценить техническую сложность обращения.,True,2088
4268,Перепроверить логи на наличие ошибок входа клиента.,False,2088
4269,Проверить наличие активной учётной записи клиента в базе.,True,2088
4270,Приложить скриншоты к заявке клиента.,False,2089
4271,Отправить уведомление о продлении хостинга.,True,2089
4272,Назначить ответственное лицо за выполнение задачи.,True,2090
4273,Проверить наличие активной учётной записи клиента в базе.,False,2090
4274,Зафиксировать результаты тестирования сервиса.,True,2091
4275,Подтвердить активацию тарифа по email.,True,2092
4276,Завести карточку клиента в сторонней учётной системе.,False,2092
4277,Отметить прогресс в CRM.,True,2092
4278,Проверить наличие активной учётной записи клиента в базе.,False,2093
